incident_id,date_time,crime_type,latitude,longitude,district,pincode,outcome,victim_age,victim_gender,source,severity
GZB_000043,2023-06-03 13:53:53,Vehicle Theft,28.66582044833124,77.46903554674726,Ghaziabad,201006,Investigation,37,Female,PoliceDataset,3
GZB_000044,2025-01-07 10:33:17,Assault,28.664276890442096,77.41038355899335,Ghaziabad,201004,Arrest,38,Female,FIR,3
GZB_000045,2023-03-22 21:03:09,Fraud,28.702411689360694,77.44201184082283,Ghaziabad,201005,Charge Sheeted,8,Male,FIR,2
GZB_000046,2025-01-30 12:15:30,Assault,28.703565279762923,77.45536135426582,Ghaziabad,201002,Investigation,19,Female,News,3
GZB_000047,2023-03-02 08:18:20,Theft,28.703457817840274,77.44578854606549,Ghaziabad,201003,Investigation,30,Female,FIR,2
GZB_000048,2023-08-02 05:29:42,Fraud,28.690403185059754,77.4571081255876,Ghaziabad,201004,No Action,22,Male,FIR,2
GZB_000049,2024-12-26 08:27:22,Robbery,28.543715099752475,77.38807042746218,Ghaziabad,201003,Investigation,40,Female,FIR,4
GZB_000050,2025-03-16 14:14:24,Cyber Crime,28.659826220988506,77.41913759868771,Ghaziabad,201007,Investigation,32,Male,FIR,2
GZB_000051,2023-01-25 16:02:40,Assault,28.671245976420956,77.41808719615614,Ghaziabad,201011,No Action,17,Male,FIR,3
GZB_000052,2023-11-11 22:36:56,Theft,28.6680579679315,77.451051340583,Ghaziabad,201006,Investigation,22,Male,FIR,2
GZB_000053,2025-04-02 18:02:50,Theft,28.67398490522687,77.45467122436172,Ghaziabad,201004,Investigation,29,Female,CommunityReport,2
GZB_000054,2024-12-15 15:50:44,Cyber Crime,28.671908467191884,77.44922044506075,Ghaziabad,201006,Arrest,8,Male,FIR,2
GZB_000055,2023-11-16 05:10:35,Burglary,28.65251218006104,77.39916719811114,Ghaziabad,201005,Arrest,13,Female,FIR,3
GZB_000056,2023-11-25 17:10:14,Assault,28.6705779747854,77.45726243276309,Ghaziabad,201004,No Action,27,Female,FIR,3
GZB_000057,2024-08-10 11:00:39,Sexual Assault,28.707575820621233,77.45498375066698,Ghaziabad,201006,No Action,36,Male,FIR,5
GZB_000058,2024-07-27 10:44:41,Assault,28.626609679885448,77.43161944159073,Ghaziabad,201004,Investigation,35,Male,CommunityReport,3
GZB_000059,2024-10-26 10:46:54,Robbery,28.70555209086441,77.44281712754088,Ghaziabad,201010,Investigation,44,Female,FIR,4
GZB_000060,2024-04-22 19:35:28,Theft,28.65171481813307,77.41698201489928,Ghaziabad,201010,Investigation,19,Male,CommunityReport,2
GZB_000061,2025-05-14 06:12:30,Assault,28.66953093525851,77.46883413525785,Ghaziabad,201005,Arrest,8,Female,FIR,3
GZB_000062,2025-03-04 09:04:19,Theft,28.658346194848548,77.43616176918509,Ghaziabad,201003,Investigation,25,Female,FIR,2
GZB_000063,2025-08-15 06:32:46,Sexual Assault,28.676429823883804,77.45783455011338,Ghaziabad,201011,Investigation,22,Male,CommunityReport,5
GZB_000064,2024-07-20 08:14:20,Assault,28.57522755784264,77.50968007885575,Ghaziabad,201011,Arrest,24,Male,FIR,3
GZB_000065,2024-01-21 13:26:33,Fraud,28.65983012863119,77.40282141418096,Ghaziabad,201012,Investigation,21,Male,FIR,2
GZB_000066,2025-04-28 21:48:19,Burglary,28.662435325668945,77.41200419470535,Ghaziabad,201012,Arrest,31,Male,CommunityReport,3
GZB_000067,2024-12-23 10:29:28,Domestic Violence,28.658818633996603,77.41899900497955,Ghaziabad,201006,Investigation,32,Male,FIR,3
GZB_000068,2025-08-04 07:00:07,Vehicle Theft,28.612128049581546,77.41144148789728,Ghaziabad,201004,Arrest,51,Male,FIR,3
GZB_000069,2025-10-28 02:54:02,Theft,28.666052878402322,77.45673624736737,Ghaziabad,201011,No Action,25,Male,CommunityReport,2
GZB_000070,2024-05-05 21:51:36,Theft,28.655624703690677,77.40837938247059,Ghaziabad,201002,Arrest,26,Female,CommunityReport,2
GZB_000071,2025-07-03 15:59:17,Vehicle Theft,28.605199817373535,77.40929045235194,Ghaziabad,201001,Investigation,11,Male,FIR,3
GZB_000072,2025-07-28 08:57:21,Cyber Crime,28.672836059708075,77.45550683553502,Ghaziabad,201003,Investigation,30,Male,FIR,2
GZB_000073,2024-06-04 14:44:24,Burglary,28.696369315721455,77.45260490453352,Ghaziabad,201003,Investigation,32,Male,News,3
GZB_000074,2024-08-10 08:41:21,Theft,28.722255817063754,77.47350848941235,Ghaziabad,201007,Arrest,18,Male,FIR,2
GZB_000075,2025-07-10 11:57:45,Theft,28.70201192148222,77.45319135017738,Ghaziabad,201002,Arrest,22,Male,FIR,2
GZB_000076,2025-03-17 15:53:33,Assault,28.559700281032665,77.45191343896715,Ghaziabad,201007,Investigation,13,Male,FIR,3
GZB_000077,2025-08-15 21:42:33,Robbery,28.649391870930142,77.40402512503704,Ghaziabad,201012,Investigation,39,Male,FIR,4
GZB_000078,2023-04-18 17:29:37,Robbery,28.666607429362852,77.40408391266519,Ghaziabad,201011,Arrest,27,Female,CommunityReport,4
GZB_000079,2024-01-09 16:07:24,Fraud,28.655300108105003,77.41273232360703,Ghaziabad,201011,No Action,31,Other,News,2
GZB_000080,2024-01-26 02:52:06,Theft,28.74363281393638,77.53941063293155,Ghaziabad,201001,Investigation,23,Female,CommunityReport,2
GZB_000081,2024-09-06 03:30:23,Theft,28.7054328026298,77.44912750827002,Ghaziabad,201002,Investigation,26,Male,News,2
GZB_000082,2025-07-09 17:32:15,Assault,28.621851338486138,77.44776914160936,Ghaziabad,201011,Charge Sheeted,31,Male,FIR,3
GZB_000083,2025-03-24 10:48:28,Theft,28.702411689360694,77.44201184082283,Ghaziabad,201006,Investigation,26,Male,CommunityReport,2
GZB_000084,2024-01-11 09:03:17,Theft,28.665212790422146,77.44219793019336,Ghaziabad,201005,No Action,15,Male,PoliceDataset,2
GZB_000085,2025-07-27 15:38:55,Vehicle Theft,28.65641740259558,77.41232591331872,Ghaziabad,201003,Investigation,24,Female,FIR,3
GZB_000086,2025-04-04 08:48:57,Cyber Crime,28.66058383624879,77.42052302548794,Ghaziabad,201001,No Action,23,Male,CommunityReport,2
GZB_000087,2025-06-11 14:08:03,Robbery,28.701924789849404,77.45550280225693,Ghaziabad,201005,Investigation,33,Male,News,4
GZB_000088,2025-09-10 09:37:07,Domestic Violence,28.706106740739923,77.45530640647286,Ghaziabad,201003,Investigation,30,Female,PoliceDataset,3
GZB_000089,2023-08-12 14:50:57,Robbery,28.710722283216345,77.4527953964078,Ghaziabad,201002,No Action,43,Male,FIR,4
GZB_000090,2025-02-19 18:24:52,Domestic Violence,28.7044817065597,77.44810485205058,Ghaziabad,201005,Pending,35,Female,FIR,3
GZB_000091,2024-11-02 10:29:38,Theft,28.713069519150704,77.45641886941456,Ghaziabad,201011,Investigation,39,Female,News,2
GZB_000092,2024-11-30 00:44:34,Theft,28.695163641642104,77.45172147777555,Ghaziabad,201004,No Action,26,Male,FIR,2
GZB_000093,2023-10-05 20:31:35,Theft,28.667022256326188,77.4548478356162,Ghaziabad,201006,Arrest,44,Male,PoliceDataset,2
GZB_000094,2023-10-12 12:58:34,Robbery,28.660060878571297,77.46061962863023,Ghaziabad,201011,Investigation,24,Male,FIR,4
GZB_000095,2024-05-30 12:12:40,Theft,28.68261008967193,77.40194622642986,Ghaziabad,201011,Investigation,43,Male,PoliceDataset,2
GZB_000096,2025-09-15 20:15:36,Domestic Violence,28.677063262948153,77.45918733123256,Ghaziabad,201012,Investigation,27,Male,FIR,3
GZB_000097,2024-05-06 13:07:59,Theft,28.700851307614183,77.50647515048237,Ghaziabad,201006,No Action,37,Male,FIR,2
GZB_000098,2025-06-17 08:14:24,Theft,28.664974915180796,77.40344324680399,Ghaziabad,201001,Arrest,37,Male,FIR,2
GZB_000099,2024-05-15 09:23:07,Burglary,28.666486162084507,77.43925672404023,Ghaziabad,201006,Arrest,42,Female,CommunityReport,3
GZB_000100,2023-08-02 17:40:16,Theft,28.65043822632362,77.41191577734395,Ghaziabad,201004,Investigation,25,Male,CommunityReport,2
GZB_000101,2023-01-02 14:40:12,Theft,28.60871629720422,77.42119799342167,Ghaziabad,201001,Charge Sheeted,37,Female,FIR,2
GZB_000102,2023-11-13 17:05:08,Fraud,28.663327400112834,77.46467188074482,Ghaziabad,201012,Pending,34,Female,CommunityReport,2
GZB_000103,2023-09-08 13:10:19,Robbery,28.668595062058888,77.46279138903319,Ghaziabad,201002,Investigation,27,Female,News,4
GZB_000104,2023-05-02 10:45:35,Cyber Crime,28.625404173470407,77.3682957149644,Ghaziabad,201010,Investigation,15,Male,News,2
GZB_000105,2023-11-08 22:02:27,Theft,28.66765574077546,77.44378849555673,Ghaziabad,201011,Pending,41,Male,FIR,2
GZB_000106,2024-06-15 14:49:48,Assault,28.674438951291716,77.45330289451117,Ghaziabad,201003,Arrest,25,Male,CommunityReport,3
GZB_000107,2025-01-24 15:53:11,Assault,28.70116276333785,77.45573533800005,Ghaziabad,201010,No Action,49,Male,FIR,3
GZB_000108,2023-10-20 19:44:40,Theft,28.62796715610059,77.45781529724664,Ghaziabad,201011,Investigation,11,Male,FIR,2
GZB_000109,2023-01-28 09:36:04,Burglary,28.55879220535804,77.54426599856492,Ghaziabad,201003,Investigation,30,Male,CommunityReport,3
GZB_000110,2025-08-29 17:53:19,Assault,28.649302046654867,77.41502289417355,Ghaziabad,201011,No Action,8,Female,FIR,3
GZB_000111,2024-09-11 14:19:49,Harassment,28.696675950127318,77.45577549383135,Ghaziabad,201007,Investigation,50,Male,FIR,2
GZB_000112,2023-05-06 21:49:28,Vehicle Theft,28.673831291970213,77.4411944868313,Ghaziabad,201011,No Action,65,Male,FIR,3
GZB_000113,2025-01-15 17:07:49,Theft,28.56435604585428,77.40456664573361,Ghaziabad,201004,Pending,39,Female,FIR,2
GZB_000114,2023-10-30 15:11:26,Fraud,28.696786164864783,77.44554003695093,Ghaziabad,201005,No Action,38,Male,News,2
GZB_000115,2025-10-06 15:08:32,Assault,28.70212480649282,77.46773308958747,Ghaziabad,201007,No Action,27,Male,News,3
GZB_000116,2024-02-01 18:18:44,Vehicle Theft,28.70988452300973,77.4509615690543,Ghaziabad,201006,Investigation,30,Male,FIR,3
GZB_000117,2025-04-07 14:32:48,Robbery,28.657250134222792,77.410605605361,Ghaziabad,201011,Investigation,45,Male,News,4
GZB_000118,2024-03-29 20:28:25,Theft,28.661186422768896,77.40221595979551,Ghaziabad,201002,Investigation,32,Male,News,2
GZB_000119,2023-12-30 21:44:20,Theft,28.67375357153872,77.45548714854382,Ghaziabad,201004,Investigation,27,Male,FIR,2
GZB_000120,2024-05-08 09:46:27,Robbery,28.672518439658642,77.46288710537554,Ghaziabad,201006,Investigation,39,Male,FIR,4
GZB_000121,2025-06-27 08:55:48,Robbery,28.66908217320644,77.45711493972651,Ghaziabad,201012,No Action,23,Male,PoliceDataset,4
GZB_000122,2024-12-26 15:25:08,Domestic Violence,28.70448213036191,77.45643849963926,Ghaziabad,201004,No Action,26,Male,FIR,3
GZB_000123,2024-10-25 18:59:38,Domestic Violence,28.69908791768044,77.46487089476663,Ghaziabad,201004,Arrest,36,Female,FIR,3
GZB_000124,2025-03-15 16:27:06,Robbery,28.664790537513134,77.46255696162031,Ghaziabad,201002,Investigation,9,Female,FIR,4
GZB_000125,2024-09-28 17:48:10,Harassment,28.705916112093977,77.44879510990187,Ghaziabad,201001,Arrest,25,Male,PoliceDataset,2
GZB_000126,2024-10-09 10:05:40,Domestic Violence,28.667978517839387,77.45676029980247,Ghaziabad,201002,Investigation,41,Male,FIR,3
GZB_000127,2023-03-08 14:57:02,Theft,28.660202475262782,77.44582214018656,Ghaziabad,201006,Charge Sheeted,8,Male,FIR,2
GZB_000128,2023-10-14 17:54:15,Assault,28.665426426652868,77.439786563655,Ghaziabad,201011,Investigation,24,Female,FIR,3
GZB_000129,2023-12-30 09:29:20,Theft,28.67175107305365,77.4558139479379,Ghaziabad,201005,Arrest,15,Male,FIR,2
GZB_000130,2025-01-18 10:20:01,Fraud,28.70424911402947,77.44691140780397,Ghaziabad,201010,Investigation,10,Male,News,2
GZB_000131,2023-05-23 23:36:51,Theft,28.555600607534807,77.51531544461332,Ghaziabad,201004,Investigation,36,Male,FIR,2
GZB_000132,2024-07-31 07:34:17,Fraud,28.70769756467969,77.45273938163749,Ghaziabad,201003,Investigation,38,Male,News,2
GZB_000133,2023-12-02 18:51:02,Fraud,28.67658751488371,77.3831347631138,Ghaziabad,201012,Investigation,11,Male,CommunityReport,2
GZB_000134,2023-04-02 10:13:19,Assault,28.70431666105198,77.44474183154296,Ghaziabad,201010,Arrest,37,Male,FIR,3
GZB_000135,2025-02-16 08:10:49,Theft,28.665519584018753,77.45198518188107,Ghaziabad,201010,No Action,30,Other,CommunityReport,2
GZB_000136,2025-03-30 07:35:59,Vehicle Theft,28.704260599427318,77.43691170152618,Ghaziabad,201007,No Action,21,Male,News,3
GZB_000137,2024-03-30 17:21:04,Theft,28.666850611162022,77.45370884122738,Ghaziabad,201002,Investigation,23,Male,FIR,2
GZB_000138,2023-08-30 16:52:17,Theft,28.671550824032416,77.44547232363661,Ghaziabad,201007,Arrest,20,Male,FIR,2
GZB_000139,2024-05-24 07:51:47,Cyber Crime,28.64876859314241,77.40231863161274,Ghaziabad,201007,Investigation,33,Female,CommunityReport,2
GZB_000140,2023-05-09 18:47:28,Theft,28.585672855216174,77.50842238051952,Ghaziabad,201007,No Action,32,Male,FIR,2
GZB_000141,2025-08-02 15:59:22,Assault,28.657531880184386,77.42233277163412,Ghaziabad,201001,No Action,25,Male,FIR,3
GZB_000142,2023-10-04 11:30:45,Harassment,28.737309385728103,77.50893010858586,Ghaziabad,201002,Investigation,32,Male,News,2
GZB_000143,2024-06-03 09:37:46,Theft,28.594997851045033,77.50615239808924,Ghaziabad,201001,Arrest,14,Male,News,2
GZB_000144,2023-06-18 21:54:49,Burglary,28.653985225078536,77.40593643547976,Ghaziabad,201006,Investigation,29,Female,News,3
GZB_000145,2024-06-06 03:16:39,Domestic Violence,28.674361225452124,77.44102292155534,Ghaziabad,201004,Investigation,23,Female,News,3
GZB_000146,2023-04-23 16:34:57,Vehicle Theft,28.716233154511862,77.53459604139151,Ghaziabad,201004,Investigation,20,Female,FIR,3
GZB_000147,2023-08-26 18:43:31,Theft,28.671598127710517,77.44989185863724,Ghaziabad,201011,No Action,30,Female,CommunityReport,2
GZB_000148,2024-11-26 15:53:18,Theft,28.64804838312117,77.41801171360676,Ghaziabad,201003,Investigation,32,Male,News,2
GZB_000149,2024-05-29 23:39:34,Burglary,28.57488783961836,77.46546614036744,Ghaziabad,201007,No Action,15,Male,CommunityReport,3
GZB_000150,2024-08-20 19:57:53,Vehicle Theft,28.671867616009322,77.4587619663347,Ghaziabad,201005,No Action,39,Female,CommunityReport,3
GZB_000151,2024-11-28 11:03:19,Cyber Crime,28.659363471839416,77.40674984755407,Ghaziabad,201004,Investigation,25,Male,FIR,2
GZB_000152,2024-06-09 17:36:15,Theft,28.541616871303077,77.45245355582631,Ghaziabad,201002,Arrest,25,Male,FIR,2
GZB_000153,2023-07-30 04:44:11,Vehicle Theft,28.70349529222793,77.45828112072391,Ghaziabad,201010,Investigation,24,Male,FIR,3
GZB_000154,2025-02-01 18:46:10,Sexual Assault,28.69878374527401,77.454734138012,Ghaziabad,201002,Investigation,17,Male,News,5
GZB_000155,2023-05-04 11:08:25,Robbery,28.66073505301147,77.4467531768394,Ghaziabad,201011,Investigation,31,Male,PoliceDataset,4
GZB_000156,2025-07-10 19:28:36,Assault,28.658589363806623,77.45473826873751,Ghaziabad,201002,Arrest,33,Male,PoliceDataset,3
GZB_000157,2025-03-02 17:05:40,Theft,28.67157185677475,77.45035937307075,Ghaziabad,201003,No Action,28,Male,FIR,2
GZB_000158,2024-09-23 22:15:53,Assault,28.588990584421015,77.38971254283665,Ghaziabad,201007,Pending,27,Male,News,3
GZB_000159,2023-07-15 10:26:06,Theft,28.659107732856548,77.42213936073976,Ghaziabad,201010,Investigation,26,Female,CommunityReport,2
GZB_000160,2023-06-14 22:17:04,Domestic Violence,28.67476032598663,77.44580105613608,Ghaziabad,201007,Charge Sheeted,58,Male,FIR,3
GZB_000161,2024-09-20 08:41:56,Vehicle Theft,28.66310506908613,77.45417007909909,Ghaziabad,201003,Pending,26,Female,News,3
GZB_000162,2023-07-17 19:09:20,Theft,28.65791389308146,77.41079489113027,Ghaziabad,201001,Pending,28,Male,CommunityReport,2
GZB_000163,2024-07-24 12:50:48,Theft,28.65410353886691,77.40628002835045,Ghaziabad,201005,No Action,12,Female,PoliceDataset,2
GZB_000164,2025-09-27 15:27:25,Robbery,28.657569962508138,77.41038919037825,Ghaziabad,201005,Investigation,21,Male,CommunityReport,4
GZB_000165,2024-08-23 11:42:18,Assault,28.66462378636395,77.40775616795804,Ghaziabad,201011,Investigation,42,Male,PoliceDataset,3
GZB_000166,2025-04-07 17:11:01,Burglary,28.729351516048467,77.41261185260178,Ghaziabad,201010,Charge Sheeted,13,Male,FIR,3
GZB_000167,2024-09-04 17:47:42,Burglary,28.742906292962747,77.52280604785426,Ghaziabad,201003,Investigation,19,Female,FIR,3
GZB_000168,2024-10-31 16:03:27,Vehicle Theft,28.676054310863844,77.46092431630939,Ghaziabad,201005,No Action,61,Female,FIR,3
GZB_000169,2024-12-01 10:08:51,Fraud,28.67086025426343,77.45819284338091,Ghaziabad,201001,Investigation,38,Female,News,2
GZB_000170,2023-06-05 18:32:20,Burglary,28.692727686159888,77.39633947940376,Ghaziabad,201012,Arrest,23,Male,News,3
GZB_000171,2024-09-11 13:14:26,Domestic Violence,28.69702576125304,77.45912607633076,Ghaziabad,201011,No Action,25,Female,FIR,3
GZB_000172,2024-05-30 19:46:37,Burglary,28.67234558806586,77.45078112848859,Ghaziabad,201006,No Action,47,Female,FIR,3
GZB_000173,2025-04-24 19:50:32,Vehicle Theft,28.66692402048097,77.44696799236918,Ghaziabad,201001,Investigation,23,Male,FIR,3
GZB_000174,2024-08-18 01:39:23,Theft,28.55803987107303,77.49446078200282,Ghaziabad,201012,Charge Sheeted,14,Female,News,2
GZB_000175,2023-06-22 21:08:58,Robbery,28.652341109151642,77.42454770941455,Ghaziabad,201011,Investigation,9,Female,FIR,4
GZB_000176,2023-11-30 17:03:58,Fraud,28.67691703030981,77.4727120983204,Ghaziabad,201011,Pending,36,Male,FIR,2
GZB_000177,2025-05-30 09:11:34,Burglary,28.656136856039748,77.4851767633266,Ghaziabad,201003,Investigation,29,Female,News,3
GZB_000178,2025-09-03 04:31:00,Theft,28.660070834079647,77.44707746404053,Ghaziabad,201011,Investigation,28,Male,FIR,2
GZB_000179,2024-05-19 17:03:54,Assault,28.667660472418905,77.4393834763906,Ghaziabad,201003,No Action,31,Female,News,3
GZB_000180,2023-08-02 09:16:11,Domestic Violence,28.582548465288426,77.44923193718934,Ghaziabad,201002,Investigation,36,Male,News,3
GZB_000181,2025-01-18 13:48:12,Robbery,28.54088930776861,77.51833024357987,Ghaziabad,201012,No Action,26,Male,FIR,4
GZB_000182,2024-01-17 09:23:36,Burglary,28.646951882212974,77.52717390869861,Ghaziabad,201002,Arrest,8,Male,News,3
GZB_000183,2025-06-25 07:45:44,Assault,28.70908809560238,77.45091113002252,Ghaziabad,201004,No Action,11,Female,PoliceDataset,3
GZB_000184,2024-06-03 19:45:22,Sexual Assault,28.538922922259832,77.52560356818476,Ghaziabad,201007,Investigation,40,Male,CommunityReport,5
GZB_000185,2024-04-29 06:27:39,Cyber Crime,28.667850864109152,77.44989998451506,Ghaziabad,201012,Pending,44,Male,News,2
GZB_000186,2023-07-29 07:08:56,Theft,28.676142578312785,77.4617888728444,Ghaziabad,201012,Arrest,39,Female,PoliceDataset,2
GZB_000187,2023-09-25 09:00:54,Robbery,28.705059138351984,77.44583394915445,Ghaziabad,201001,Investigation,40,Female,News,4
GZB_000188,2024-09-02 05:08:52,Vehicle Theft,28.711823946340914,77.44862868601871,Ghaziabad,201002,Investigation,14,Male,CommunityReport,3
GZB_000189,2024-07-13 00:58:56,Theft,28.6653824770044,77.43052293090119,Ghaziabad,201012,Investigation,25,Female,PoliceDataset,2
GZB_000190,2025-07-02 16:42:46,Theft,28.704876467549653,77.45866181417189,Ghaziabad,201011,Arrest,15,Male,FIR,2
GZB_000191,2025-04-12 06:48:44,Harassment,28.657167708731468,77.41450912247082,Ghaziabad,201005,Investigation,28,Female,FIR,2
GZB_000192,2023-09-19 17:14:52,Burglary,28.555550571244115,77.54162457750151,Ghaziabad,201004,Investigation,28,Female,News,3
GZB_000193,2024-01-04 05:58:46,Theft,28.70399017909587,77.45438346765545,Ghaziabad,201006,Arrest,23,Female,FIR,2
GZB_000194,2025-01-31 04:45:43,Theft,28.64986208465994,77.3913959895841,Ghaziabad,201004,Arrest,21,Other,FIR,2
GZB_000195,2025-09-22 11:16:34,Vehicle Theft,28.668764147632967,77.41876414945905,Ghaziabad,201007,Investigation,24,Male,News,3
GZB_000196,2023-03-05 15:33:10,Burglary,28.668564309874174,77.44972882398781,Ghaziabad,201005,No Action,30,Male,FIR,3
GZB_000197,2025-06-01 13:47:43,Assault,28.65952093486889,77.43131268250472,Ghaziabad,201010,Investigation,37,Male,News,3
GZB_000198,2025-08-31 12:27:50,Domestic Violence,28.652648386132235,77.41136009225139,Ghaziabad,201002,Charge Sheeted,46,Male,FIR,3
GZB_000199,2025-01-06 19:18:37,Theft,28.6745127537534,77.45853480415089,Ghaziabad,201010,Pending,56,Male,CommunityReport,2
GZB_000200,2024-11-26 14:29:46,Harassment,28.706860423638084,77.45925559666581,Ghaziabad,201012,Investigation,12,Male,PoliceDataset,2
GZB_000201,2023-07-20 18:35:34,Robbery,28.66427855202331,77.45365583285152,Ghaziabad,201002,Investigation,21,Male,FIR,4
GZB_000202,2023-02-14 21:58:37,Theft,28.70323288797571,77.46073012733657,Ghaziabad,201004,No Action,30,Male,FIR,2
